Hand #,Marked,Site,Date,Stake,My C Won,Final Hand,Hole Cards,PF Act,Flop,F Act,Turn,T Act,River,R Act,Winner,Winning Hand,Pot,Rake,won_cumul
231075000000,NA,PokerStars,11/10/2021 8:16,$1 NL (6 max),$0.00,(folded preflop),Ts2s,F,2h5d6s,NA,Qc,NA,0,NA,crs5308,(did not show hand),$18.00,$0.90,786.5100000000001
231075000000,NA,PokerStars,11/10/2021 8:16,$1 NL (6 max),$0.00,(folded preflop),6c5h,F,9d6hKs,NA,Tc,NA,0,NA,CluelessWallobb,(did not show hand),$10.00,$0.50,786.5100000000001
231075000000,NA,PokerStars,11/10/2021 8:16,$1 NL (6 max),$0.00,(folded preflop),Ad5c,F,0,NA,0,NA,0,NA,bigfish12966,(did not show hand),$1.00,$0.00,786.5100000000001
231075000000,NA,PokerStars,11/10/2021 8:16,$1 NL (6 max),$16.42,(did not show hand),AcKh,R,3c6sTd,B,0,NA,0,NA,Chip3ter,(did not show hand),$31.50,$1.58,802.9300000000002
231075000000,NA,PokerStars,11/10/2021 8:16,$1 NL (6 max),$0.00,(folded preflop),Qs6d,F,7dJhJs,NA,9c,NA,0,NA,MiltonBradley,(did not show hand),$2.50,$0.12,802.9300000000002
231075000000,NA,PokerStars,11/10/2021 8:16,$1 NL (6 max),$0.00,(folded preflop),8d7h,F,0,NA,0,NA,0,NA,jessiebaby33,(did not show hand),$2.50,$0.00,802.9300000000002
231075000000,NA,PokerStars,11/10/2021 8:17,$1 NL (6 max),($1.00),(folded flop),5s3c,X,6sJhJc,XF,0,NA,0,NA,bigfish12966,(did not show hand),$2.50,$0.12,801.9300000000002
231075000000,NA,PokerStars,11/10/2021 8:17,$1 NL (6 max),($0.31),"Two Pair, Tens and Twos",Td9d,R,3hTh2s,B,Jc,B,2h,X,[Split Pot],"Two Pair, Tens and Twos",$22.42,$1.12,801.6200000000001
231075000000,NA,PokerStars,11/10/2021 8:17,$1 NL (6 max),$0.00,(folded preflop),Td7c,F,2c6h2s,NA,Qd,NA,3h,NA,prako17,"Two Pair, Threes and Twos",$7.00,$0.35,801.6200000000001
231075000000,NA,PokerStars,11/10/2021 8:17,$1 NL (6 max),$0.00,(folded preflop),6d3h,F,0,NA,0,NA,0,NA,MiltonBradley,(did not show hand),$3.00,$0.00,801.6200000000001
231075000000,NA,PokerStars,11/10/2021 8:17,$1 NL (6 max),($0.50),(folded preflop),Kd8s,F,5dTd6s,NA,Qs,NA,3s,NA,brians5555,"Two Pair, Sixes and Fives",$14.16,$0.71,801.1200000000001
231075000000,NA,PokerStars,11/10/2021 8:18,$1 NL (6 max),$0.00,(folded preflop),Ad7h,F,4h9c3s,NA,3h,NA,Js,NA,misty806,"One Pair, Threes",$7.26,$0.36,801.1200000000001
231075000000,NA,PokerStars,11/10/2021 8:18,$1 NL (6 max),($1.00),(folded flop),Ah5s,X,Kd6h6d,F,7d,NA,8h,NA,prako17,"Two Pair, Kings and Sixes",$7.00,$0.35,800.1200000000001
231075000000,NA,PokerStars,11/10/2021 8:18,$1 NL (6 max),($0.50),(folded preflop),Jc4d,F,2d3d8s,NA,Jd,NA,0,NA,bigfish12966,(did not show hand),$4.50,$0.22,799.6200000000001
231075000000,NA,PokerStars,11/10/2021 8:19,$1 NL (6 max),$0.00,(folded preflop),As7h,F,8d4c3s,NA,Qd,NA,9h,NA,scoi5h_maloi5h,"One Pair, Eights",$33.46,$1.67,799.6200000000001
231075000000,NA,PokerStars,11/10/2021 8:19,$1 NL (6 max),$0.00,(folded preflop),Jh6s,F,Th8s2s,NA,3s,NA,4c,NA,crs5308,"One Pair, Tens",$19.54,$0.98,799.6200000000001
231075000000,NA,PokerStars,11/10/2021 8:19,$1 NL (6 max),$0.00,(folded preflop),Qd3s,F,2sQc8d,NA,9h,NA,Js,NA,kelce4prez,(did not show hand),$5.00,$0.25,799.6200000000001
231075000000,NA,PokerStars,11/10/2021 8:19,$1 NL (6 max),$0.00,(folded preflop),Js7h,F,0,NA,0,NA,0,NA,bigfish12966,(did not show hand),$1.00,$0.00,799.6200000000001
231075000000,NA,PokerStars,11/10/2021 8:19,$1 NL (6 max),$0.00,(folded preflop),Ts6h,F,0,NA,0,NA,0,NA,rizzoj10,(did not show hand),$1.00,$0.00,799.6200000000001
231075000000,NA,PokerStars,11/10/2021 8:19,$1 NL (6 max),$4.55,(did not show hand),AcKc,R,Qc5hAs,B,0,NA,0,NA,Chip3ter,(did not show hand),$9.00,$0.45,804.1700000000002
231075000000,NA,PokerStars,11/10/2021 8:19,$1 NL (6 max),$0.00,(folded preflop),5h2h,F,5dJh4d,NA,7s,NA,Td,NA,kelce4prez,"One Pair, Sevens",$11.60,$0.58,804.1700000000002
231075000000,NA,PokerStars,11/10/2021 8:20,$1 NL (6 max),$5.42,"High Card, Ace",AdKd,R,6c7dTh,B,3d,X,Qh,X,Chip3ter,"High Card, Ace",$11.50,$0.58,809.5900000000001
231075000000,NA,PokerStars,11/10/2021 8:20,$1 NL (6 max),($2.50),(folded preflop),KhQd,RF,0,NA,0,NA,0,NA,bigfish12966,(did not show hand),$11.50,$0.00,807.0900000000001
231075000000,NA,PokerStars,11/10/2021 8:20,$1 NL (6 max),$1.50,(did not show hand),AcJc,R,0,NA,0,NA,0,NA,Chip3ter,(did not show hand),$2.50,$0.00,808.5900000000001
231075000000,NA,PokerStars,11/10/2021 8:20,$1 NL (6 max),($0.50),(folded preflop),Ks6h,F,0,NA,0,NA,0,NA,brians5555,(did not show hand),$2.50,$0.00,808.0900000000001
231075000000,NA,PokerStars,11/10/2021 8:20,$1 NL (6 max),$0.00,(folded preflop),JhTd,F,0,NA,0,NA,0,NA,jessiebaby33,(did not show hand),$2.50,$0.00,808.0900000000001
231075000000,NA,PokerStars,11/10/2021 8:20,$1 NL (6 max),$3.18,(did not show hand),AdJh,X,8dQdKd,B,4d,X,3s,B,Chip3ter,"Flush, Ace High",$6.50,$0.32,811.2700000000001
231075000000,NA,PokerStars,11/10/2021 8:21,$1 NL (6 max),$5.50,(did not show hand),Qh9h,C,Jh5sQc,B,8d,B,0,NA,Chip3ter,(did not show hand),$10.00,$0.50,816.7700000000001
231075000000,NA,PokerStars,11/10/2021 8:21,$1 NL (6 max),$0.00,(folded preflop),5h2d,F,KsThJc,NA,3d,NA,2s,NA,MiltonBradley,"One Pair, Kings",$8.78,$0.44,816.7700000000001
231075000000,NA,PokerStars,11/10/2021 8:21,$1 NL (6 max),($5.00),"Three of a Kind, Fives",As9c,C,Jd5c5d,B,4c,X,5h,X,MiltonBradley,"Full House, Fives full of Jacks",$10.00,$0.50,811.7700000000001
231075000000,NA,PokerStars,11/10/2021 8:21,$1 NL (6 max),$0.00,(folded preflop),Ad7s,F,0,NA,0,NA,0,NA,kelce4prez,(did not show hand),$1.00,$0.00,811.7700000000001
231075000000,NA,PokerStars,11/10/2021 8:21,$1 NL (6 max),$0.00,(folded preflop),Ts4h,F,Tc8d4s,NA,6c,NA,Qd,NA,prako17,"One Pair, Queens",$12.00,$0.60,811.7700000000001
231075000000,NA,PokerStars,11/10/2021 8:22,$1 NL (6 max),$3.70,(did not show hand),2c2h,C,Jh4h2d,XR,0,NA,0,NA,Chip3ter,(did not show hand),$6.00,$0.30,815.4700000000001
231075000000,NA,PokerStars,11/10/2021 8:22,$1 NL (6 max),($0.50),(folded preflop),As8c,F,6c6sKd,NA,7c,NA,Td,NA,CluelessWallobb,"Three of a Kind, Sixes",$146.42,$3.00,814.9700000000001
231075000000,NA,PokerStars,11/10/2021 8:22,$1 NL (6 max),($0.50),(folded preflop),AcJs,F,0,NA,0,NA,0,NA,MiltonBradley,(did not show hand),$3.50,$0.00,814.4700000000001
231075000000,NA,PokerStars,11/10/2021 8:22,$1 NL (6 max),$2.28,"Two Pair, Queens and Sevens",7d7c,C,Td2h3c,X,Qd,X,Qs,X,Chip3ter,"Two Pair, Queens and Sevens",$4.50,$0.22,816.7500000000001
231075000000,NA,PokerStars,11/10/2021 8:23,$1 NL (6 max),$0.00,(folded preflop),Tc8s,F,Qc5s9s,NA,0,NA,0,NA,rizzoj10,(did not show hand),$2.00,$0.10,816.7500000000001
231075000000,NA,PokerStars,11/10/2021 8:23,$1 NL (6 max),$0.00,(folded preflop),8s4h,F,7h8hKd,NA,Qh,NA,Ts,NA,jessiebaby33,"Flush, Queen High",$106.00,$3.00,816.7500000000001
231075000000,NA,PokerStars,11/10/2021 8:23,$1 NL (6 max),$0.00,(folded preflop),Kh8h,F,Tc2s8c,NA,2c,NA,2h,NA,brians5555,"Full House, Twos full of Jacks",$95.06,$3.00,816.7500000000001
231075000000,NA,PokerStars,11/10/2021 8:23,$1 NL (6 max),$1.50,(did not show hand),As5s,R,0,NA,0,NA,0,NA,Chip3ter,(did not show hand),$2.50,$0.00,818.2500000000001
231075000000,NA,PokerStars,11/10/2021 8:23,$1 NL (6 max),$0.00,(folded preflop),Td9h,F,8d4s4c,NA,5s,NA,0,NA,rizzoj10,(did not show hand),$5.50,$0.28,818.2500000000001
231075000000,NA,PokerStars,11/10/2021 8:24,$1 NL (6 max),$0.00,(folded preflop),6d2s,F,4s9cKs,NA,4d,NA,9d,NA,rizzoj10,"Two Pair, Nines and Sevens",$21.50,$1.08,818.2500000000001
231075000000,NA,PokerStars,11/10/2021 8:24,$1 NL (6 max),$0.00,(folded preflop),Ts7s,F,0,NA,0,NA,0,NA,prako17,(did not show hand),$1.00,$0.00,818.2500000000001
231075000000,NA,PokerStars,11/10/2021 8:24,$1 NL (6 max),($2.50),(folded flop),2h2s,R,Ks6hQh,F,0,NA,0,NA,scoi5h_maloi5h,(did not show hand),$5.50,$0.28,815.7500000000001
231075000000,NA,PokerStars,11/10/2021 8:24,$1 NL (6 max),$7.28,(did not show hand),4d4s,R,Tc2h2c,B,2d,B,0,NA,Chip3ter,(did not show hand),$14.50,$0.72,823.0300000000002
231118000000,NA,PokerStars,11/11/2021 17:40,$1 NL (6 max),($2.50),"Two Pair, Aces and Jacks",Qs7d,C,JhAdAs,X,9s,X,Jc,X,BigBetBully,"Two Pair, Aces and Jacks",$7.50,$0.38,820.5300000000002
231118000000,NA,PokerStars,11/11/2021 17:41,$1 NL (6 max),$1.50,(did not show hand),QdJh,R,0,NA,0,NA,0,NA,Chip3ter,(did not show hand),$2.50,$0.00,822.0300000000002
231118000000,NA,PokerStars,11/11/2021 17:41,$1 NL (6 max),($3.00),(folded preflop),8d7h,RF,0,NA,0,NA,0,NA,BigBetBully,(did not show hand),$6.00,$0.00,819.0300000000002
231118000000,NA,PokerStars,11/11/2021 17:42,$1 NL (6 max),($49.16),"Three of a Kind, Eights",8h8d,RC,8sJc5h,XC,Ad,XRC,4s,NA,nerevar233,"Three of a Kind, Aces",$98.32,$1.50,769.8700000000001
231118000000,NA,PokerStars,11/11/2021 17:42,$1 NL (6 max),($11.00),(folded turn),3d3s,C,6c6d6h,C,Kc,F,0,NA,The0ne_The0nly,(did not show hand),$24.00,$1.20,758.8700000000001
231118000000,NA,PokerStars,11/11/2021 17:43,$1 NL (6 max),($1.00),(folded preflop),7d2c,F,0,NA,0,NA,0,NA,The0ne_The0nly,(did not show hand),$5.00,$0.00,757.8700000000001
231118000000,NA,PokerStars,11/11/2021 17:43,$1 NL (6 max),$0.00,(folded preflop),Ts3d,F,Jc6d8d,NA,8c,NA,9h,NA,[Split Pot],"Two Pair, Eights and Sixes",$4.00,$0.20,757.8700000000001
231118000000,NA,PokerStars,11/11/2021 17:43,$1 NL (6 max),$0.00,(folded preflop),Kd4h,F,0,NA,0,NA,0,NA,nerevar233,(did not show hand),$2.00,$0.00,757.8700000000001
231118000000,NA,PokerStars,11/11/2021 17:44,$1 NL (6 max),($4.84),"High Card, King",Ks7s,RC,5cTcJc,NA,Qc,NA,4d,NA,nerevar233,"High Card, Ace",$10.18,$0.51,753.0300000000002
231118000000,NA,PokerStars,11/11/2021 17:44,$1 NL (6 max),($4.00),(folded flop),As9s,C,2c5h8h,XF,3d,NA,Ts,NA,BigBetBully,"Three of a Kind, Eights",$186.96,$3.00,749.0300000000002
231118000000,NA,PokerStars,11/11/2021 17:45,$1 NL (6 max),($0.50),(folded preflop),Jc6d,F,Jd2s9h,NA,6s,NA,3h,NA,FYIWDWYTM,(did not show hand),$6.08,$0.30,748.5300000000002
231118000000,NA,PokerStars,11/11/2021 17:45,$1 NL (6 max),($1.00),(folded preflop),7h5d,F,0,NA,0,NA,0,NA,The0ne_The0nly,(did not show hand),$6.00,$0.00,747.5300000000002
231118000000,NA,PokerStars,11/11/2021 17:45,$1 NL (6 max),$0.00,(folded preflop),9c3s,F,Jc6hQc,NA,0,NA,0,NA,BigBetBully,(did not show hand),$2.00,$0.10,747.5300000000002
231118000000,NA,PokerStars,11/11/2021 17:45,$1 NL (6 max),($9.67),"Two Pair, Aces and Eights",As8s,RC,Tc8d5d,NA,Ad,NA,9c,NA,nerevar233,"Straight, Ten High",$20.34,$1.02,737.8600000000001
231118000000,NA,PokerStars,11/11/2021 17:46,$1 NL (6 max),$0.00,(folded preflop),Qd4d,F,Ah9d5h,NA,Qs,NA,Qc,NA,[Split Pot],"Two Pair, Queens and Nines",$22.82,$1.14,737.8600000000001
231118000000,NA,PokerStars,11/11/2021 17:46,$1 NL (6 max),$0.00,(folded preflop),Qh5d,F,5s9cKd,NA,6c,NA,7s,NA,nerevar233,"One Pair, Kings",$39.14,$1.96,737.8600000000001
231118000000,NA,PokerStars,11/11/2021 17:47,$1 NL (6 max),$1.50,(did not show hand),QhTc,R,0,NA,0,NA,0,NA,Chip3ter,(did not show hand),$2.50,$0.00,739.3600000000001
231118000000,NA,PokerStars,11/11/2021 17:47,$1 NL (6 max),$0.00,(folded preflop),Kh9d,F,0,NA,0,NA,0,NA,The0ne_The0nly,(did not show hand),$2.50,$0.00,739.3600000000001
231118000000,NA,PokerStars,11/11/2021 17:47,$1 NL (6 max),($0.50),(folded preflop),5h5d,F,3sTcKh,NA,9c,NA,4h,NA,nerevar233,"One Pair, Eights",$70.72,$3.00,738.8600000000001
231118000000,NA,PokerStars,11/11/2021 17:47,$1 NL (6 max),$2.50,(did not show hand),AcKc,R,0,NA,0,NA,0,NA,Chip3ter,(did not show hand),$4.50,$0.00,741.3600000000001
231118000000,NA,PokerStars,11/11/2021 17:47,$1 NL (6 max),$0.00,(folded preflop),7d6c,F,0,NA,0,NA,0,NA,The0ne_The0nly,(did not show hand),$5.50,$0.00,741.3600000000001
231118000000,NA,PokerStars,11/11/2021 17:48,$1 NL (6 max),$0.00,(folded preflop),Th2d,F,0,NA,0,NA,0,NA,FYIWDWYTM,(did not show hand),$2.50,$0.00,741.3600000000001
231118000000,NA,PokerStars,11/11/2021 17:48,$1 NL (6 max),$0.00,(folded preflop),Th2h,F,0,NA,0,NA,0,NA,BigBetBully,(did not show hand),$1.00,$0.00,741.3600000000001
231118000000,NA,PokerStars,11/11/2021 17:48,$1 NL (6 max),$0.00,(folded preflop),6d2c,F,0,NA,0,NA,0,NA,FYIWDWYTM,(did not show hand),$2.00,$0.00,741.3600000000001
231118000000,NA,PokerStars,11/11/2021 17:48,$1 NL (6 max),($0.50),(folded preflop),Th3c,F,0,NA,0,NA,0,NA,FYIWDWYTM,(did not show hand),$1.00,$0.00,740.8600000000001
231118000000,NA,PokerStars,11/11/2021 17:48,$1 NL (6 max),($2.50),(folded preflop),AhTh,RF,9c4c5h,NA,7d,NA,As,NA,nerevar233,"One Pair, Aces",$42.58,$2.13,738.3600000000001
231130000000,NA,PokerStars,11/12/2021 9:22,$1 NL (6 max),$0.00,(folded preflop),Th3c,F,AdJdJc,NA,0,NA,0,NA,julezdoezit,(did not show hand),$16.28,$0.81,738.3600000000001
231130000000,NA,PokerStars,11/12/2021 9:22,$1 NL (6 max),($3.00),(folded flop),7h7d,C,2hJsAd,XF,0,NA,0,NA,kelce4prez,(did not show hand),$7.00,$0.35,735.3600000000001
231130000000,NA,PokerStars,11/12/2021 9:22,$1 NL (6 max),($1.00),(folded preflop),4s2h,F,0,NA,0,NA,0,NA,kelce4prez,(did not show hand),$5.70,$0.00,734.3600000000001
231130000000,NA,PokerStars,11/12/2021 9:23,$1 NL (6 max),$0.00,(folded preflop),6s3c,F,Ad5dAc,NA,0,NA,0,NA,HoundsmanHunter,(did not show hand),$7.50,$0.38,734.3600000000001
231130000000,NA,PokerStars,11/12/2021 9:24,$1 NL (6 max),($15.00),"One Pair, Tens",Td8s,X,6sTh5h,BC,7d,XC,Jc,X,julezdoezit,"One Pair, Tens",$31.00,$1.55,719.3600000000001
231130000000,NA,PokerStars,11/12/2021 9:24,$1 NL (6 max),$0.00,(folded preflop),8d5h,F,2cKcJh,NA,7c,NA,4d,NA,HoundsmanHunter,(did not show hand),$11.70,$0.58,719.3600000000001
231130000000,NA,PokerStars,11/12/2021 9:25,$1 NL (6 max),$0.00,(folded preflop),Kc5h,F,2c4s4h,NA,0,NA,0,NA,EhpTransport,(did not show hand),$10.50,$0.52,719.3600000000001
231130000000,NA,PokerStars,11/12/2021 9:25,$1 NL (6 max),($0.50),(folded preflop),5c4h,F,8dAh3d,NA,Ks,NA,Ts,NA,HoundsmanHunter,"One Pair, Aces",$22.58,$1.13,718.8600000000001
231130000000,NA,PokerStars,11/12/2021 9:26,$1 NL (6 max),$0.00,(folded preflop),8h4s,F,Qc4h8c,NA,Jh,NA,0,NA,EhpTransport,(did not show hand),$2.50,$0.12,718.8600000000001
231130000000,NA,PokerStars,11/12/2021 9:27,$1 NL (6 max),($1.00),(folded preflop),Tc9h,F,0,NA,0,NA,0,NA,EhpTransport,(did not show hand),$2.50,$0.00,717.8600000000001
231130000000,NA,PokerStars,11/12/2021 9:27,$1 NL (6 max),$0.00,(folded preflop),Qs5c,F,0,NA,0,NA,0,NA,EhpTransport,(did not show hand),$2.50,$0.00,717.8600000000001
231130000000,NA,PokerStars,11/12/2021 9:27,$1 NL (6 max),($5.50),(folded river),Td9c,R,5d2sKh,B,Jh,X,2d,F,EhpTransport,(did not show hand),$12.00,$0.60,712.3600000000001
231130000000,NA,PokerStars,11/12/2021 9:28,$1 NL (6 max),$0.00,(folded preflop),Qh2s,F,0,NA,0,NA,0,NA,HoundsmanHunter,(did not show hand),$2.50,$0.00,712.3600000000001
231130000000,NA,PokerStars,11/12/2021 9:28,$1 NL (6 max),($0.50),(folded preflop),8d3c,F,4h5hQc,NA,0,NA,0,NA,julezdoezit,(did not show hand),$3.50,$0.18,711.8600000000001
231130000000,NA,PokerStars,11/12/2021 9:29,$1 NL (6 max),($4.00),(folded turn),9s8s,R,3hThAh,B,5d,XF,0,NA,R-hart215,(did not show hand),$8.00,$0.40,707.8600000000001
231130000000,NA,PokerStars,11/12/2021 9:29,$1 NL (6 max),$0.00,(folded preflop),Tc3h,F,6hQhJh,NA,8c,NA,8h,NA,julezdoezit,"Flush, King High",$38.00,$1.90,707.8600000000001
231130000000,NA,PokerStars,11/12/2021 9:29,$1 NL (6 max),($2.10),(folded flop),Jd9s,C,6c2sTd,XF,0,NA,0,NA,gp1990221,(did not show hand),$8.90,$0.44,705.7600000000001
231130000000,NA,PokerStars,11/12/2021 9:29,$1 NL (6 max),$0.00,(folded preflop),6d2s,F,2cKdJc,NA,Js,NA,Ks,NA,EhpTransport,"Full House, Jacks full of Kings",$40.08,$2.00,705.7600000000001
231130000000,NA,PokerStars,11/12/2021 9:30,$1 NL (6 max),($1.00),(folded turn),Ad4s,X,7h3hKh,X,2s,XF,0,NA,EhpTransport,(did not show hand),$2.50,$0.12,704.7600000000001
231130000000,NA,PokerStars,11/12/2021 9:30,$1 NL (6 max),($2.00),(folded preflop),KhTh,CF,2cTd6c,NA,0,NA,0,NA,FYIWDWYTM,(did not show hand),$26.50,$1.32,702.7600000000001
231130000000,NA,PokerStars,11/12/2021 9:30,$1 NL (6 max),$1.50,(did not show hand),AhKd,R,0,NA,0,NA,0,NA,Chip3ter,(did not show hand),$2.50,$0.00,704.2600000000001
231130000000,NA,PokerStars,11/12/2021 9:31,$1 NL (6 max),$0.00,(folded preflop),4s2c,F,QdJsQc,NA,Th,NA,0,NA,EhpTransport,(did not show hand),$2.50,$0.12,704.2600000000001
231130000000,NA,PokerStars,11/12/2021 9:31,$1 NL (6 max),$0.00,(folded preflop),7s4s,F,2sJsAh,NA,3h,NA,Qc,NA,m3424b,(did not show hand),$15.94,$0.80,704.2600000000001
231130000000,NA,PokerStars,11/12/2021 9:31,$1 NL (6 max),($0.50),(folded preflop),Td6d,F,3hJhAd,NA,0,NA,0,NA,EhpTransport,(did not show hand),$7.50,$0.38,703.7600000000001
231130000000,NA,PokerStars,11/12/2021 9:32,$1 NL (6 max),$21.54,"One Pair, Queens",QdQs,R,Tc2c8d,C,Kd,NA,4s,NA,Chip3ter,"One Pair, Queens",$47.32,$2.37,725.3000000000002
231130000000,NA,PokerStars,11/12/2021 9:32,$1 NL (6 max),$0.00,(folded preflop),9d5c,F,0,NA,0,NA,0,NA,kelce4prez,(did not show hand),$2.50,$0.00,725.3000000000002
231130000000,NA,PokerStars,11/12/2021 9:32,$1 NL (6 max),$0.00,(folded preflop),Th2s,F,9s2d3h,NA,Ah,NA,0,NA,FYIWDWYTM,(did not show hand),$5.50,$0.28,725.3000000000002
231130000000,NA,PokerStars,11/12/2021 9:32,$1 NL (6 max),$0.00,(folded preflop),4d2s,F,AdKd9d,NA,Jc,NA,Qc,NA,julezdoezit,(did not show hand),$15.50,$0.78,725.3000000000002
231130000000,NA,PokerStars,11/12/2021 9:33,$1 NL (6 max),$0.00,(folded preflop),Td2s,F,Qc3h6c,NA,Ks,NA,8d,NA,kelce4prez,"One Pair, Threes",$2.50,$0.12,725.3000000000002
231130000000,NA,PokerStars,11/12/2021 9:33,$1 NL (6 max),($0.50),(folded preflop),Ts3h,F,Qd5dJs,NA,0,NA,0,NA,kelce4prez,(did not show hand),$7.50,$0.38,724.8000000000002
231130000000,NA,PokerStars,11/12/2021 9:33,$1 NL (6 max),$0.00,(folded preflop),9s2d,F,ThKhTd,NA,8d,NA,Jh,NA,m3424b,"One Pair, Tens",$2.00,$0.10,724.8000000000002
231131000000,NA,PokerStars,11/12/2021 9:34,$1 NL (6 max),$0.00,(folded preflop),Jc6h,F,3s7dKd,NA,3c,NA,7h,NA,EhpTransport,(did not show hand),$2.00,$0.10,724.8000000000002
231130000000,NA,PokerStars,11/12/2021 9:34,$1 NL (6 max),$0.00,(folded preflop),Js9c,F,5dKd8c,NA,4c,NA,0,NA,julezdoezit,(did not show hand),$2.50,$0.12,724.8000000000002
231131000000,NA,PokerStars,11/12/2021 9:35,$1 NL (6 max),($0.50),(folded preflop),JcTd,F,0,NA,0,NA,0,NA,Magnus TR192,(did not show hand),$2.50,$0.00,724.3000000000002
231131000000,NA,PokerStars,11/12/2021 9:35,$1 NL (6 max),($1.00),(folded turn),Qd4c,X,4s2h7d,X,Kc,F,0,NA,HoundsmanHunter,(did not show hand),$2.00,$0.10,723.3000000000002
231131000000,NA,PokerStars,11/12/2021 9:35,$1 NL (6 max),$0.00,(folded preflop),Ts7s,F,3d2cKh,NA,Qc,NA,0,NA,julezdoezit,(did not show hand),$10.00,$0.50,723.3000000000002
231131000000,NA,PokerStars,11/12/2021 9:35,$1 NL (6 max),$14.58,(did not show hand),AdKs,R,Ts8c3h,B,0,NA,0,NA,Chip3ter,(did not show hand),$28.50,$1.42,737.8800000000001
231131000000,NA,PokerStars,11/12/2021 9:36,$1 NL (6 max),($1.00),"One Pair, Twos",5d2d,C,2s9sTh,X,Qd,X,3c,X,julezdoezit,"One Pair, Nines",$3.00,$0.15,736.8800000000001
231131000000,NA,PokerStars,11/12/2021 9:36,$1 NL (6 max),($2.00),(folded flop),Ac7c,C,9d2d6s,F,Qs,NA,Jd,NA,FYIWDWYTM,(did not show hand),$14.50,$0.72,734.8800000000001
231131000000,NA,PokerStars,11/12/2021 9:37,$1 NL (6 max),$0.00,(folded preflop),7d4h,F,0,NA,0,NA,0,NA,FYIWDWYTM,(did not show hand),$2.50,$0.00,734.8800000000001
231131000000,NA,PokerStars,11/12/2021 9:37,$1 NL (6 max),$0.00,(folded preflop),5c2c,F,9c7s5h,NA,3h,NA,Qd,NA,EhpTransport,"Two Pair, Fives and Threes",$198.14,$3.00,734.8800000000001
231131000000,NA,PokerStars,11/12/2021 9:37,$1 NL (6 max),$1.50,(did not show hand),6h6s,R,0,NA,0,NA,0,NA,Chip3ter,(did not show hand),$2.50,$0.00,736.3800000000001
231131000000,NA,PokerStars,11/12/2021 9:37,$1 NL (6 max),$0.00,(folded preflop),9s3d,F,6d2h6s,NA,Th,NA,Qs,NA,EhpTransport,(did not show hand),$3.50,$0.18,736.3800000000001
231131000000,NA,PokerStars,11/12/2021 9:38,$1 NL (6 max),($1.00),(folded preflop),Jc8h,F,0,NA,0,NA,0,NA,Magnus TR192,(did not show hand),$2.50,$0.00,735.3800000000001
231131000000,NA,PokerStars,11/12/2021 9:38,$1 NL (6 max),($5.35),"High Card, Ace",KhJc,R,AhTs6s,B,8c,X,5d,X,EhpTransport,"Three of a Kind, Sixes",$11.70,$0.58,730.0300000000002
231131000000,NA,PokerStars,11/12/2021 9:39,$1 NL (6 max),$0.00,(folded preflop),8h6d,F,Td2s7s,NA,3c,NA,0,NA,Magnus TR192,(did not show hand),$15.00,$0.75,730.0300000000002
231131000000,NA,PokerStars,11/12/2021 9:39,$1 NL (6 max),$43.75,(did not show hand),KcJh,C,7sTsQd,BC,4h,XC,Ah,XR,Chip3ter,"Straight, Ace High",$92.50,$3.00,773.7800000000002
231131000000,NA,PokerStars,11/12/2021 9:39,$1 NL (6 max),$3.00,(did not show hand),AdAh,R,0,NA,0,NA,0,NA,Chip3ter,(did not show hand),$5.00,$0.00,776.7800000000002
231131000000,NA,PokerStars,11/12/2021 9:39,$1 NL (6 max),($1.00),(folded flop),Ks2c,X,5hQhAs,F,5s,NA,Qs,NA,EhpTransport,(did not show hand),$7.00,$0.35,775.7800000000002
231131000000,NA,PokerStars,11/12/2021 9:40,$1 NL (6 max),$0.00,(folded preflop),Jd8c,F,JsAdTd,NA,9h,NA,0,NA,Magnus TR192,(did not show hand),$8.00,$0.40,775.7800000000002
231131000000,NA,PokerStars,11/12/2021 9:40,$1 NL (6 max),$0.00,(folded preflop),3c2d,F,9d6s5c,NA,4h,NA,0,NA,EhpTransport,(did not show hand),$5.50,$0.28,775.7800000000002
231131000000,NA,PokerStars,11/12/2021 9:40,$1 NL (6 max),$0.00,(folded preflop),Ts7h,F,0,NA,0,NA,0,NA,Magnus TR192,(did not show hand),$1.00,$0.00,775.7800000000002
231131000000,NA,PokerStars,11/12/2021 9:40,$1 NL (6 max),$0.00,(folded preflop),8h6h,F,Ad9d2s,NA,0,NA,0,NA,FYIWDWYTM,(did not show hand),$28.00,$1.40,775.7800000000002
231131000000,NA,PokerStars,11/12/2021 9:41,$1 NL (6 max),($3.50),(folded turn),AcQs,C,Jc6h8h,X,5s,XF,5d,NA,FYIWDWYTM,(did not show hand),$20.48,$1.02,772.2800000000002
231131000000,NA,PokerStars,11/12/2021 9:41,$1 NL (6 max),($9.00),(folded flop),AdKs,R,AsTs6c,BF,7s,NA,4h,NA,m3424b,(did not show hand),$109.20,$3.00,763.2800000000002
231131000000,NA,PokerStars,11/12/2021 9:41,$1 NL (6 max),($1.00),(folded river),9h2d,X,AcTs3h,X,Tc,X,Qs,XF,EhpTransport,(did not show hand),$2.50,$0.12,762.2800000000002
231131000000,NA,PokerStars,11/12/2021 9:41,$1 NL (6 max),$0.00,(folded preflop),5h2s,F,Jd2hQc,NA,Ad,NA,7h,NA,EhpTransport,"High Card, Ace",$5.80,$0.29,762.2800000000002
