Hand #,Marked,Site,Date,Stake,My C Won,Final Hand,Hole Cards,PF Act,Flop,F Act,Turn,T Act,River,R Act,Winner,Winning Hand,Pot,Rake,won_cumul
212380000000,NA,PokerStars,4/23/2020 16:23,$1 NL (6 max),($1.00),(folded preflop),Ts4h,F,0,NA,0,NA,0,NA,pocketAA412,(did not show hand),$2.50,$0.00,-1
212380000000,NA,PokerStars,4/23/2020 16:24,$1 NL (6 max),$0.00,(folded preflop),8h6c,F,0,NA,0,NA,0,NA,pocketAA412,(did not show hand),$1.00,$0.00,-1
212380000000,NA,PokerStars,4/23/2020 16:24,$1 NL (6 max),$5.27,(did not show hand),7h6c,R,Ts7d9s,B,6d,B,0,NA,Chip3ter,(did not show hand),$11.70,$0.58,4.27
212380000000,NA,PokerStars,4/23/2020 16:25,$1 NL (6 max),($15.72),"Two Pair, Queens and Jacks",QsJc,R,QhJs9s,B,6s,X,4d,C,pocketAA412,"Flush, Ace High",$31.94,$1.50,-11.450000000000001
212380000000,NA,PokerStars,4/23/2020 16:25,$1 NL (6 max),$1.00,(did not show hand),AcJh,R,0,NA,0,NA,0,NA,Chip3ter,(did not show hand),$2.00,$0.00,-10.450000000000001
212380000000,NA,PokerStars,4/23/2020 16:25,$1 NL (6 max),($1.00),(folded preflop),Js4d,F,0,NA,0,NA,0,NA,pocketAA412,(did not show hand),$2.50,$0.00,-11.450000000000001
212380000000,NA,PokerStars,4/23/2020 16:25,$1 NL (6 max),$0.00,(folded preflop),Kc4h,F,0,NA,0,NA,0,NA,SurMajesty,(did not show hand),$1.00,$0.00,-11.450000000000001
212380000000,NA,PokerStars,4/23/2020 16:26,$1 NL (6 max),($0.50),(folded preflop),8d4s,F,3dTd3s,NA,9s,NA,5s,NA,pocketAA412,"Two Pair, Queens and Threes",$46.36,$1.50,-11.950000000000001
212380000000,NA,PokerStars,4/23/2020 16:26,$1 NL (6 max),($1.00),(folded preflop),Ks4h,F,4s7hQs,NA,0,NA,0,NA,pocketAA412,(did not show hand),$8.50,$0.42,-12.950000000000001
212380000000,NA,PokerStars,4/23/2020 16:26,$1 NL (6 max),$0.00,(folded preflop),Kc7s,F,2cThAh,NA,0,NA,0,NA,pocketAA412,(did not show hand),$2.00,$0.10,-12.950000000000001
212380000000,NA,PokerStars,4/23/2020 16:27,$1 NL (6 max),($1.00),(folded turn),As5d,X,2cTh4s,X,7h,F,0,NA,pocketAA412,(did not show hand),$2.00,$0.10,-13.950000000000001
212380000000,NA,PokerStars,4/23/2020 16:27,$1 NL (6 max),($3.00),(folded preflop),7c5c,RF,0,NA,0,NA,0,NA,3betballerr,(did not show hand),$7.00,$0.00,-16.950000000000003
212383000000,NA,PokerStars,4/23/2020 16:39,$1 NL (6 max),($1.00),(folded turn),7s3d,X,9sJh5s,X,8d,F,6c,NA,AlphaScalper,"One Pair, Nines",$8.00,$0.40,-17.950000000000003
212383000000,NA,PokerStars,4/23/2020 16:40,$1 NL (6 max),$0.00,(folded preflop),Ac3d,F,3c7d7c,NA,0,NA,0,NA,psugr8,(did not show hand),$2.50,$0.12,-17.950000000000003
212383000000,NA,PokerStars,4/23/2020 16:40,$1 NL (6 max),$0.00,(folded preflop),Th5h,F,0,NA,0,NA,0,NA,3betballerr,(did not show hand),$1.00,$0.00,-17.950000000000003
212383000000,NA,PokerStars,4/23/2020 16:40,$1 NL (6 max),$1.00,(did not show hand),Ad6h,R,0,NA,0,NA,0,NA,Chip3ter,(did not show hand),$2.00,$0.00,-16.950000000000003
212383000000,NA,PokerStars,4/23/2020 16:41,$1 NL (6 max),($1.00),(folded preflop),7s3s,F,0,NA,0,NA,0,NA,TryToBeatBlonde,(did not show hand),$2.50,$0.00,-17.950000000000003
212383000000,NA,PokerStars,4/23/2020 16:41,$1 NL (6 max),$0.00,(folded preflop),Kc4c,F,0,NA,0,NA,0,NA,psugr8,(did not show hand),$1.00,$0.00,-17.950000000000003
212383000000,NA,PokerStars,4/23/2020 16:42,$1 NL (6 max),$1.00,(did not show hand),Ac8d,R,0,NA,0,NA,0,NA,Chip3ter,(did not show hand),$2.00,$0.00,-16.950000000000003
212383000000,NA,PokerStars,4/23/2020 16:43,$1 NL (6 max),$0.00,(folded preflop),Td4s,F,Qs3h3c,NA,8s,NA,7s,NA,psugr8,"Flush, Queen High",$26.12,$1.31,-16.950000000000003
212384000000,NA,PokerStars,4/23/2020 16:44,$1 NL (6 max),$0.00,(folded preflop),Qh2h,F,4c2dJc,NA,Js,NA,0,NA,TryToBeatBlonde,(did not show hand),$3.50,$0.18,-16.950000000000003
212384000000,NA,PokerStars,4/23/2020 16:45,$1 NL (6 max),$0.00,(folded preflop),8s2d,F,3cAsQd,NA,0,NA,0,NA,3betballerr,(did not show hand),$7.50,$0.38,-16.950000000000003
212384000000,NA,PokerStars,4/23/2020 16:46,$1 NL (6 max),($1.00),(folded turn),6s4c,X,As2dTh,X,7d,XF,0,NA,AlphaScalper,(did not show hand),$3.00,$0.15,-17.950000000000003
212384000000,NA,PokerStars,4/23/2020 16:47,$1 NL (6 max),($0.50),(folded preflop),8h2c,F,4c8sJd,NA,As,NA,0,NA,AlphaScalper,(did not show hand),$6.50,$0.32,-18.450000000000003
212384000000,NA,PokerStars,4/23/2020 16:49,$1 NL (6 max),$0.00,(folded preflop),9d4d,F,8s2d3h,NA,Qs,NA,0,NA,AlphaScalper,(did not show hand),$2.00,$0.10,-18.450000000000003
212384000000,NA,PokerStars,4/23/2020 16:50,$1 NL (6 max),$0.00,(folded preflop),Qd8s,F,0,NA,0,NA,0,NA,TryToBeatBlonde,(did not show hand),$1.00,$0.00,-18.450000000000003
212384000000,NA,PokerStars,4/23/2020 16:50,$1 NL (6 max),$0.00,(folded preflop),Qc4h,F,0,NA,0,NA,0,NA,TryToBeatBlonde,(did not show hand),$2.50,$0.00,-18.450000000000003
212384000000,NA,PokerStars,4/23/2020 16:51,$1 NL (6 max),$0.00,(folded preflop),9s5d,F,4s6cTd,NA,3h,NA,Kh,NA,TheHotGuy69,"Two Pair, Tens and Sixes",$202.50,$3.00,-18.450000000000003
212384000000,NA,PokerStars,4/23/2020 16:52,$1 NL (6 max),($1.00),(folded preflop),Th6d,F,QhTc8h,NA,0,NA,0,NA,TryToBeatBlonde,(did not show hand),$9.50,$0.48,-19.450000000000003
212384000000,NA,PokerStars,4/23/2020 16:53,$1 NL (6 max),($0.50),(folded preflop),8d2s,F,7d3hQh,NA,5c,NA,3c,NA,3betballerr,(did not show hand),$30.22,$1.51,-19.950000000000003
212385000000,NA,PokerStars,4/23/2020 16:54,$1 NL (6 max),$9.83,(did not show hand),Th8h,C,Qs9sJh,B,4s,B,0,NA,Chip3ter,(did not show hand),$15.40,$0.77,-10.120000000000001
212385000000,NA,PokerStars,4/23/2020 16:56,$1 NL (6 max),$0.00,(folded preflop),7c5h,F,Tc6dQh,NA,0,NA,0,NA,AlphaScalper,(did not show hand),$2.50,$0.12,-10.120000000000001
212385000000,NA,PokerStars,4/23/2020 16:57,$1 NL (6 max),$0.00,(folded preflop),6c3c,F,9s4h9d,NA,0,NA,0,NA,BobTheDad,(did not show hand),$19.00,$0.95,-10.120000000000001
212385000000,NA,PokerStars,4/23/2020 16:58,$1 NL (6 max),$0.00,(folded preflop),5c3c,F,5d7h8h,NA,Js,NA,Ad,NA,AlphaScalper,"One Pair, Aces",$16.58,$0.83,-10.120000000000001
212385000000,NA,PokerStars,4/23/2020 16:59,$1 NL (6 max),$3.20,(did not show hand),8d4d,R,Td2cKd,B,0,NA,0,NA,Chip3ter,(did not show hand),$6.00,$0.30,-6.920000000000001
212385000000,NA,PokerStars,4/23/2020 16:59,$1 NL (6 max),($0.50),(folded preflop),6s2d,F,0,NA,0,NA,0,NA,AlphaScalper,(did not show hand),$1.00,$0.00,-7.420000000000001
212385000000,NA,PokerStars,4/23/2020 16:59,$1 NL (6 max),($1.00),(folded preflop),5c2h,F,0,NA,0,NA,0,NA,TheHotGuy69,(did not show hand),$2.00,$0.00,-8.420000000000002
212385000000,NA,PokerStars,4/23/2020 17:00,$1 NL (6 max),($3.00),(folded preflop),3s3h,CF,8s5c2s,NA,Js,NA,Jc,NA,AlphaScalper,"Two Pair, Kings and Jacks",$153.10,$3.00,-11.420000000000002
212386000000,NA,PokerStars,4/23/2020 17:01,$1 NL (6 max),$0.00,(folded preflop),8s7d,F,7c3dQc,NA,0,NA,0,NA,BobTheDad,(did not show hand),$2.00,$0.10,-11.420000000000002
212386000000,NA,PokerStars,4/23/2020 17:02,$1 NL (6 max),($1.00),(folded preflop),Ks6c,F,0,NA,0,NA,0,NA,TryToBeatBlonde,(did not show hand),$2.50,$0.00,-12.420000000000002
212386000000,NA,PokerStars,4/23/2020 17:02,$1 NL (6 max),$0.00,(folded preflop),Td7d,F,0,NA,0,NA,0,NA,TheHotGuy69,(did not show hand),$1.00,$0.00,-12.420000000000002
212386000000,NA,PokerStars,4/23/2020 17:03,$1 NL (6 max),$1.85,(did not show hand),8d7s,C,5dJdKc,X,6h,B,0,NA,Chip3ter,(did not show hand),$3.00,$0.15,-10.57
212386000000,NA,PokerStars,4/23/2020 17:04,$1 NL (6 max),$13.58,(did not show hand),8d8h,C,9d3cTc,C,Td,C,9c,B,Chip3ter,"Two Pair, Tens and Nines",$28.52,$1.43,3.0099999999999993
212386000000,NA,PokerStars,4/23/2020 17:05,$1 NL (6 max),($1.00),(folded preflop),Kd6d,F,Tc2c8d,NA,0,NA,0,NA,TheHotGuy69,(did not show hand),$9.00,$0.45,2.0099999999999993
212386000000,NA,PokerStars,4/23/2020 17:05,$1 NL (6 max),$0.00,(folded preflop),QhJs,F,0,NA,0,NA,0,NA,bluffbluffpa22,(did not show hand),$2.50,$0.00,2.0099999999999993
212386000000,NA,PokerStars,4/23/2020 17:05,$1 NL (6 max),$0.00,(folded preflop),Ts7c,F,5sJhQc,NA,2h,NA,0,NA,BobTheDad,(did not show hand),$7.00,$0.35,2.0099999999999993
212386000000,NA,PokerStars,4/23/2020 17:06,$1 NL (6 max),($0.50),(folded preflop),AdQh,F,3c9h8c,NA,Ac,NA,0,NA,TheHotGuy69,(did not show hand),$32.73,$1.64,1.5099999999999993
212387000000,NA,PokerStars,4/23/2020 17:07,$1 NL (6 max),$0.00,(folded preflop),Jh3s,F,3h3c5c,NA,As,NA,0,NA,BobTheDad,(did not show hand),$3.00,$0.15,1.5099999999999993
212387000000,NA,PokerStars,4/23/2020 17:08,$1 NL (6 max),$0.00,(folded preflop),Ks3c,F,Kd2cKh,NA,5h,NA,2s,NA,TryToBeatBlonde,"Full House, Kings full of Twos",$136.50,$3.00,1.5099999999999993
212387000000,NA,PokerStars,4/23/2020 17:09,$1 NL (6 max),$0.00,(folded preflop),Qs3c,F,7h6hJh,NA,0,NA,0,NA,BobTheDad,(did not show hand),$10.50,$0.52,1.5099999999999993
212387000000,NA,PokerStars,4/23/2020 17:09,$1 NL (6 max),($3.00),(folded preflop),2s2d,RF,0,NA,0,NA,0,NA,TryToBeatBlonde,(did not show hand),$6.50,$0.00,-1.4900000000000007
212387000000,NA,PokerStars,4/23/2020 17:10,$1 NL (6 max),($0.50),(folded preflop),Jd4s,F,0,NA,0,NA,0,NA,TheHotGuy69,(did not show hand),$2.50,$0.00,-1.9900000000000007
212387000000,NA,PokerStars,4/23/2020 17:10,$1 NL (6 max),($1.00),(folded preflop),6s4c,F,5s9dAs,NA,0,NA,0,NA,TheHotGuy69,(did not show hand),$9.00,$0.45,-2.9900000000000007
212387000000,NA,PokerStars,4/23/2020 17:11,$1 NL (6 max),($10.00),(folded flop),KsTs,RC,9h8d5c,F,0,NA,0,NA,3betballerr,(did not show hand),$20.50,$1.02,-12.99
212387000000,NA,PokerStars,4/23/2020 17:12,$1 NL (6 max),$0.00,(folded preflop),9c4c,F,2dJcJs,NA,0,NA,0,NA,BobTheDad,(did not show hand),$6.00,$0.30,-12.99
212387000000,NA,PokerStars,4/23/2020 17:12,$1 NL (6 max),($3.00),(folded preflop),QcJc,RF,0,NA,0,NA,0,NA,BobTheDad,(did not show hand),$6.50,$0.00,-15.99
212388000000,NA,PokerStars,4/23/2020 17:13,$1 NL (6 max),($4.00),"One Pair, Sixes",6c4c,X,7s2h6h,B,Qs,XC,3c,X,Jetpylet,"Two Pair, Queens and Sevens",$13.00,$0.65,-19.990000000000002
212387000000,NA,PokerStars,4/23/2020 17:13,$1 NL (6 max),$0.00,(folded preflop),Js7h,F,0,NA,0,NA,0,NA,TheHotGuy69,(did not show hand),$1.00,$0.00,-19.990000000000002
212388000000,NA,PokerStars,4/23/2020 17:15,$1 NL (6 max),$17.65,"Three of a Kind, Twos",2h2s,R,3d2c9d,B,Ad,X,8h,C,Chip3ter,"Three of a Kind, Twos",$38.66,$1.93,-2.340000000000002
212388000000,NA,PokerStars,4/23/2020 17:15,$1 NL (6 max),($0.50),(folded preflop),Qc7d,F,0,NA,0,NA,0,NA,TheHotGuy69,(did not show hand),$2.50,$0.00,-2.840000000000002
212388000000,NA,PokerStars,4/23/2020 17:17,$1 NL (6 max),$1.50,(did not show hand),QcTs,R,0,NA,0,NA,0,NA,Chip3ter,(did not show hand),$2.50,$0.00,-1.340000000000002
212388000000,NA,PokerStars,4/23/2020 17:17,$1 NL (6 max),$0.00,(folded preflop),Qh8s,F,0,NA,0,NA,0,NA,BobTheDad,(did not show hand),$1.00,$0.00,-1.340000000000002
212388000000,NA,PokerStars,4/23/2020 17:18,$1 NL (6 max),($1.00),(folded preflop),Qs7h,F,9sJdTs,NA,0,NA,0,NA,BobTheDad,(did not show hand),$9.00,$0.45,-2.340000000000002
212388000000,NA,PokerStars,4/23/2020 17:18,$1 NL (6 max),$0.00,(folded preflop),Qs4s,F,ThKsJh,NA,As,NA,Kh,NA,TheHotGuy69,"Two Pair, Kings and Jacks",$2.50,$0.12,-2.340000000000002
212388000000,NA,PokerStars,4/23/2020 17:19,$1 NL (6 max),($0.50),(folded preflop),5c2h,F,0,NA,0,NA,0,NA,Jetpylet,(did not show hand),$1.00,$0.00,-2.840000000000002
212388000000,NA,PokerStars,4/23/2020 17:20,$1 NL (6 max),$0.00,(folded preflop),Ad6s,F,5c4s3d,NA,0,NA,0,NA,TheHotGuy69,(did not show hand),$14.50,$0.72,-2.840000000000002
212388000000,NA,PokerStars,4/23/2020 17:20,$1 NL (6 max),$0.00,(folded preflop),Js4d,F,Ad8d5c,NA,5s,NA,Ks,NA,3betballerr,"One Pair, Fives",$2.00,$0.10,-2.840000000000002
212404000000,NA,PokerStars,4/23/2020 19:08,$1 NL (6 max),($1.00),(folded flop),KcTs,X,5d2h3d,XF,9h,NA,Ad,NA,JR9731,"One Pair, Fives",$6.00,$0.30,-3.840000000000002
212405000000,NA,PokerStars,4/23/2020 19:09,$1 NL (6 max),($0.50),(folded preflop),5s3d,F,5dAhTs,NA,Ac,NA,6s,NA,CoronaaBored,"Three of a Kind, Aces",$96.68,$3.00,-4.340000000000002
212405000000,NA,PokerStars,4/23/2020 19:10,$1 NL (6 max),$0.00,(folded preflop),Ac6c,F,9hJh4h,NA,0,NA,0,NA,Shabbaxxx,(did not show hand),$9.00,$0.45,-4.340000000000002
212405000000,NA,PokerStars,4/23/2020 19:11,$1 NL (6 max),$0.00,(folded preflop),9s6d,F,2d3s5s,NA,5c,NA,Td,NA,fatherfigure12,"Two Pair, Fives and Threes",$9.50,$0.48,-4.340000000000002
212405000000,NA,PokerStars,4/23/2020 19:11,$1 NL (6 max),$0.00,(folded preflop),5c2s,F,9dJhKd,NA,0,NA,0,NA,JR9731,(did not show hand),$2.00,$0.10,-4.340000000000002
212405000000,NA,PokerStars,4/23/2020 19:12,$1 NL (6 max),($2.00),(folded turn),9s3s,C,Qs7dJc,X,Th,XF,As,NA,CoronaaBored,(did not show hand),$24.66,$1.23,-6.340000000000002
212405000000,NA,PokerStars,4/23/2020 19:12,$1 NL (6 max),$0.00,(folded preflop),8d4c,F,0,NA,0,NA,0,NA,fatherfigure12,(did not show hand),$2.50,$0.00,-6.340000000000002
212406000000,NA,PokerStars,4/23/2020 19:13,$1 NL (6 max),($0.50),(folded preflop),KhTs,F,Jc9d6c,NA,0,NA,0,NA,fatherfigure12,(did not show hand),$14.50,$0.72,-6.840000000000002
212406000000,NA,PokerStars,4/23/2020 19:14,$1 NL (6 max),$3.65,(did not show hand),Qh9c,R,Ks4h2h,B,0,NA,0,NA,Chip3ter,(did not show hand),$7.00,$0.35,-3.190000000000002
212406000000,NA,PokerStars,4/23/2020 19:15,$1 NL (6 max),$0.00,(folded preflop),Qh4d,F,7dAs3d,NA,0,NA,0,NA,3betballerr,(did not show hand),$5.00,$0.25,-3.190000000000002
212406000000,NA,PokerStars,4/23/2020 19:15,$1 NL (6 max),$1.50,(did not show hand),3d3s,R,0,NA,0,NA,0,NA,Chip3ter,(did not show hand),$2.50,$0.00,-1.6900000000000022
212424000000,NA,PokerStars,4/24/2020 10:30,$1 NL (6 max),($1.00),(folded preflop),Jd6s,F,4dJh5h,NA,Td,NA,0,NA,UPittMoMoney,(did not show hand),$9.00,$0.45,-2.690000000000002
212424000000,NA,PokerStars,4/24/2020 10:31,$1 NL (6 max),$0.00,(folded preflop),3c2d,F,Qh7s5h,NA,Ts,NA,8h,NA,DaLeo215,"One Pair, Tens",$27.60,$1.38,-2.690000000000002
212424000000,NA,PokerStars,4/24/2020 10:31,$1 NL (6 max),($0.50),(folded preflop),Qs4s,F,KdQd7h,NA,8d,NA,6h,NA,UPittMoMoney,"One Pair, Kings",$74.78,$3.00,-3.190000000000002
212424000000,NA,PokerStars,4/24/2020 10:32,$1 NL (6 max),$0.00,(folded preflop),Jh4h,F,As8d6c,NA,2s,NA,4c,NA,DaLeo215,(did not show hand),$4.00,$0.20,-3.190000000000002
212424000000,NA,PokerStars,4/24/2020 10:33,$1 NL (6 max),$0.00,(folded preflop),6c3c,F,6h9s7c,NA,Jc,NA,Qs,NA,UPittMoMoney,"One Pair, Nines",$10.00,$0.50,-3.190000000000002
212424000000,NA,PokerStars,4/24/2020 10:34,$1 NL (6 max),($1.00),(folded preflop),8d3c,F,QhJc3d,NA,7s,NA,7c,NA,lanning892,"Full House, Jacks full of Sevens",$221.24,$3.00,-4.190000000000002
212424000000,NA,PokerStars,4/24/2020 10:35,$1 NL (6 max),($1.00),"High Card, Ace",As3s,C,6h2sKh,X,Jd,X,5h,X,lanning892,"Straight, Six High",$3.00,$0.15,-5.190000000000002
212424000000,NA,PokerStars,4/24/2020 10:36,$1 NL (6 max),$0.00,(folded preflop),As9d,F,6dTsTd,NA,0,NA,0,NA,UPittMoMoney,(did not show hand),$18.86,$0.94,-5.190000000000002
212424000000,NA,PokerStars,4/24/2020 10:37,$1 NL (6 max),$0.00,(folded preflop),5d2c,F,Kh8h8s,NA,Js,NA,9s,NA,lanning892,"Two Pair, Jacks and Eights",$5.84,$0.29,-5.190000000000002
212424000000,NA,PokerStars,4/24/2020 10:38,$1 NL (6 max),$0.00,(folded preflop),Qd2c,F,Th7dAs,NA,0,NA,0,NA,DaLeo215,(did not show hand),$7.00,$0.35,-5.190000000000002
212424000000,NA,PokerStars,4/24/2020 10:39,$1 NL (6 max),($0.50),(folded preflop),Ac4d,F,2sJhAh,NA,4h,NA,2h,NA,UPittMoMoney,"Two Pair, Aces and Twos",$21.50,$1.08,-5.690000000000002
212424000000,NA,PokerStars,4/24/2020 10:39,$1 NL (6 max),($3.00),"One Pair, Fours",Qd4c,X,9d4s6c,B,5d,XC,Ad,X,DaLeo215,"One Pair, Sixes",$6.50,$0.32,-8.690000000000001
212425000000,NA,PokerStars,4/24/2020 10:40,$1 NL (6 max),$44.13,"Full House, Tens full of Aces",AcAh,R,Th7c9c,C,Td,C,Ts,C,Chip3ter,"Full House, Tens full of Aces",$93.76,$3.00,35.44
212425000000,NA,PokerStars,4/24/2020 10:41,$1 NL (6 max),$0.00,(folded preflop),8d3s,F,2h7c8c,NA,4c,NA,8s,NA,jacdel402,"Two Pair, Eights and Sevens",$9.70,$0.48,35.44
212425000000,NA,PokerStars,4/24/2020 10:42,$1 NL (6 max),($5.00),(folded flop),9d9h,RC,5sQh7d,XF,9c,NA,0,NA,DaLeo215,(did not show hand),$31.20,$1.56,30.44
212425000000,NA,PokerStars,4/24/2020 10:44,$1 NL (6 max),($1.00),(folded flop),3c2c,X,8sJd9s,XF,4s,NA,8d,NA,lanning892,(did not show hand),$11.80,$0.59,29.44
212425000000,NA,PokerStars,4/24/2020 10:45,$1 NL (6 max),($0.50),(folded preflop),QdTh,F,3h5h6h,NA,Ad,NA,Jd,NA,mcnally1163,"Flush, Queen High",$12.68,$0.63,28.94
212425000000,NA,PokerStars,4/24/2020 10:46,$1 NL (6 max),$0.00,(folded preflop),Ks6c,F,2h6h4d,NA,7c,NA,0,NA,lanning892,(did not show hand),$7.50,$0.38,28.94
212425000000,NA,PokerStars,4/24/2020 10:47,$1 NL (6 max),$0.00,(folded preflop),Ah7d,F,JdKc8d,NA,Ac,NA,0,NA,mcnally1163,(did not show hand),$6.00,$0.30,28.94
212425000000,NA,PokerStars,4/24/2020 10:48,$1 NL (6 max),$0.00,(folded preflop),5c2h,F,Jc3h8h,NA,2c,NA,0,NA,jacdel402,(did not show hand),$3.00,$0.15,28.94
212425000000,NA,PokerStars,4/24/2020 10:50,$1 NL (6 max),$4.18,(did not show hand),Qh4h,C,3c7cQc,X,7d,B,0,NA,Chip3ter,(did not show hand),$6.50,$0.32,33.12
212425000000,NA,PokerStars,4/24/2020 10:50,$1 NL (6 max),$0.00,(folded preflop),Tc3c,F,7dQhAc,NA,0,NA,0,NA,DaLeo215,(did not show hand),$5.50,$0.28,33.12
212425000000,NA,PokerStars,4/24/2020 10:51,$1 NL (6 max),($0.50),(folded preflop),Qd2h,F,6c7s3h,NA,Td,NA,6h,NA,DaLeo215,"Two Pair, Sevens and Sixes",$49.20,$2.46,32.62
212425000000,NA,PokerStars,4/24/2020 10:52,$1 NL (6 max),($1.00),(folded flop),7d6c,C,5c7sKs,F,0,NA,0,NA,Ready'sEcho,(did not show hand),$5.00,$0.25,31.62
212425000000,NA,PokerStars,4/24/2020 10:53,$1 NL (6 max),$0.00,(folded preflop),Jh4s,F,8sJsAd,NA,Jc,NA,7s,NA,Ready'sEcho,(did not show hand),$5.00,$0.25,31.62
212425000000,NA,PokerStars,4/24/2020 10:54,$1 NL (6 max),$0.00,(folded preflop),5h4h,F,2h5cQs,NA,0,NA,0,NA,DaLeo215,(did not show hand),$5.00,$0.25,31.62
212425000000,NA,PokerStars,4/24/2020 10:55,$1 NL (6 max),$0.00,(folded preflop),Qd8c,F,Kh5h7c,NA,0,NA,0,NA,DaLeo215,(did not show hand),$3.50,$0.18,31.62
212425000000,NA,PokerStars,4/24/2020 10:56,$1 NL (6 max),($1.00),(folded preflop),Ad8s,F,Kd7s3h,NA,As,NA,5h,NA,DaLeo215,"One Pair, Queens",$38.50,$1.92,30.62
212425000000,NA,PokerStars,4/24/2020 10:57,$1 NL (6 max),($2.50),(folded flop),QdJd,C,7sTh4c,XF,5c,NA,0,NA,mcnally1163,(did not show hand),$30.62,$1.53,28.12
212425000000,NA,PokerStars,4/24/2020 10:59,$1 NL (6 max),$0.00,(folded preflop),Kd9s,F,7s4dAh,NA,5h,NA,Ks,NA,UPittMoMoney,(did not show hand),$53.04,$2.65,28.12
212425000000,NA,PokerStars,4/24/2020 11:01,$1 NL (6 max),$0.00,(folded preflop),Td8h,F,9d7c6h,NA,7s,NA,4c,NA,mcnally1163,(did not show hand),$44.50,$2.22,28.12
212425000000,NA,PokerStars,4/24/2020 11:03,$1 NL (6 max),$0.00,(folded preflop),Kd2h,F,8s7sQh,NA,3s,NA,2s,NA,mcnally1163,"Three of a Kind, Twos",$3.00,$0.15,28.12
212425000000,NA,PokerStars,4/24/2020 11:04,$1 NL (6 max),$0.00,(folded preflop),5c4d,F,Ks7sKh,NA,Ah,NA,7d,NA,mcnally1163,(did not show hand),$29.00,$1.45,28.12
212461000000,NA,PokerStars,4/24/2020 18:15,$1 NL (6 max),($1.00),(folded preflop),Ac7h,F,Kh8h5c,NA,4c,NA,6s,NA,jonesay44,"One Pair, Twos",$6.00,$0.30,27.12
212461000000,NA,PokerStars,4/24/2020 18:16,$1 NL (6 max),($0.50),(folded preflop),Kh9c,F,6h8sQc,NA,Jh,NA,8d,NA,jonesay44,"Two Pair, Queens and Eights",$14.50,$0.72,26.62
212461000000,NA,PokerStars,4/24/2020 18:17,$1 NL (6 max),$12.28,(did not show hand),JhJd,R,3cTs3d,B,9d,B,0,NA,Chip3ter,(did not show hand),$24.50,$1.22,38.9
212461000000,NA,PokerStars,4/24/2020 18:18,$1 NL (6 max),$0.00,(folded preflop),4d2c,F,8c7dAd,NA,0,NA,0,NA,jonesay44,(did not show hand),$3.00,$0.15,38.9
212462000000,NA,PokerStars,4/24/2020 18:19,$1 NL (6 max),$5.42,(did not show hand),6c6d,R,8h3dQd,B,Qh,B,0,NA,Chip3ter,(did not show hand),$11.50,$0.58,44.32
212462000000,NA,PokerStars,4/24/2020 18:20,$1 NL (6 max),$0.00,(folded preflop),Qh3h,F,Td2d9s,NA,Jc,NA,7d,NA,jonesay44,(did not show hand),$29.00,$1.45,44.32
212462000000,NA,PokerStars,4/24/2020 18:21,$1 NL (6 max),$1.85,(did not show hand),QsJs,C,2dThTd,X,As,B,0,NA,Chip3ter,(did not show hand),$3.00,$0.15,46.17
212462000000,NA,PokerStars,4/24/2020 18:21,$1 NL (6 max),$0.50,(did not show hand),KdTd,NA,0,NA,0,NA,0,NA,Chip3ter,(did not show hand),$1.00,$0.00,46.67
212462000000,NA,PokerStars,4/24/2020 18:22,$1 NL (6 max),$0.00,(folded preflop),Ac7d,F,Ts6dJd,NA,6h,NA,Tc,NA,jonesay44,(did not show hand),$2.50,$0.12,46.67
212462000000,NA,PokerStars,4/24/2020 18:23,$1 NL (6 max),$0.00,(folded preflop),Jd6s,F,4hKs4d,NA,Ad,NA,0,NA,sigmanalytic,(did not show hand),$24.00,$1.20,46.67
212462000000,NA,PokerStars,4/24/2020 18:24,$1 NL (6 max),$0.00,(folded preflop),9d3d,F,9s7s3c,NA,2c,NA,6h,NA,18724,(did not show hand),$19.04,$0.95,46.67
212462000000,NA,PokerStars,4/24/2020 18:25,$1 NL (6 max),($5.50),"High Card, Ace",AsJs,R,3c8c6h,B,2d,X,Qc,X,jonesay44,"One Pair, Queens",$11.50,$0.58,41.17
212463000000,NA,PokerStars,4/24/2020 18:26,$1 NL (6 max),($1.00),(folded preflop),7h4d,F,3s2cAs,NA,0,NA,0,NA,kray1975,(did not show hand),$7.50,$0.38,40.17
212463000000,NA,PokerStars,4/24/2020 18:27,$1 NL (6 max),($0.50),(folded preflop),Qd6c,F,6sQhAd,NA,0,NA,0,NA,kray1975,(did not show hand),$3.50,$0.18,39.67
212463000000,NA,PokerStars,4/24/2020 18:28,$1 NL (6 max),($3.00),(folded preflop),Ac7d,RF,0,NA,0,NA,0,NA,sigmanalytic,(did not show hand),$7.00,$0.00,36.67
212463000000,NA,PokerStars,4/24/2020 18:29,$1 NL (6 max),$0.00,(folded preflop),Ts8c,F,Qd7c5h,NA,6s,NA,9c,NA,joshntiff2753,(did not show hand),$4.50,$0.22,36.67
212463000000,NA,PokerStars,4/24/2020 18:29,$1 NL (6 max),$0.00,(folded preflop),Kd8h,F,0,NA,0,NA,0,NA,18724,(did not show hand),$5.50,$0.00,36.67
212463000000,NA,PokerStars,4/24/2020 18:30,$1 NL (6 max),$0.00,(folded preflop),Kc6s,F,0,NA,0,NA,0,NA,kray1975,(did not show hand),$2.50,$0.00,36.67
